# Fields: PRG CRC, Name, Genie Code (HEX), Pro Action Rocky Code (HEX), Address (HEX), Value (HEX), Compare Value (HEX), IsPrgOffset, Description
DF58FC5A;10-Yard Fight (USA, Europe);ZEEXIPIE;;;;;0;Your team runs faster
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;065B;02;;0;Have Red Candle
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;065C;01;;0;Have Flute
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;065D;01;;0;Have Enemy Bait
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;065F;01;;0;Have Magic Wand
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0660;01;;0;Have Raft
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0661;01;;0;Have Magic Book
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0663;01;;0;Have Ladder
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0664;01;;0;Have Magical Key
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0665;01;;0;Have Power Bracelet
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0668;FF;;0;Have Maps for Dungeons 1-8 and Compass for Dungeon 9 (1 of 2)
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0669;FF;;0;Have Maps for Dungeons 1-8 and Compass for Dungeon 9 (2 of 2)
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;066A;FF;;0;Have Map for Dungeon 9
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;066D;FF;;0;Infinite Rupies
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;066E;03;;0;Infinite Keys
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0670;FF;;0;Infinite life (alt)
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0671;FF;;0;Have all Tri-Force pieces
EAF7ED72;Legend of Zelda, The (USA) (Rev A);;;0676;01;;0;Have Magical Shield
3FE272FB;Legend of Zelda, The (USA);OLYVSK;;;;;0;Invincibility (blinking)
3FE272FB;Legend of Zelda, The (USA);AVVLAUSZ;;;;;0;Infinite life
3FE272FB;Legend of Zelda, The (USA);ZTSOOTIP;;;;;0;Have the Pink Ring (infinite life)
3FE272FB;Legend of Zelda, The (USA);YYKPOYZZ;;;;;0;Create character with 8 life hearts
3FE272FB;Legend of Zelda, The (USA);NYKPOYZX;;;;;0;Create character with 16 life hearts
3FE272FB;Legend of Zelda, The (USA);SZVXASVK;;;;;0;All items are free (1 of 2)
3FE272FB;Legend of Zelda, The (USA);AEVEVALG;;;;;0;All items are free (2 of 2)
3FE272FB;Legend of Zelda, The (USA);AOEUYTEY;;;;;0;No dark rooms
3FE272FB;Legend of Zelda, The (USA);PALZZI;;;;;0;Reset counter to zero
3FE272FB;Legend of Zelda, The (USA);AAXPILGA;;;;;0;Almost no enemies in Overworld (1 of 3)
3FE272FB;Legend of Zelda, The (USA);AAXPTLIA;;;;;0;Almost no enemies in Overworld (2 of 3)
3FE272FB;Legend of Zelda, The (USA);AAXPYLTA;;;;;0;Almost no enemies in Overworld (3 of 3)
3FE272FB;Legend of Zelda, The (USA);AEOANAEG;;;;;0;Fewer enemies
3FE272FB;Legend of Zelda, The (USA);AEVATVAA;;;;;0;No Zolas
3FE272FB;Legend of Zelda, The (USA);OPPEEA;;;;;0;Speed writing
3FE272FB;Legend of Zelda, The (USA);OXELYLSX;;;;;0;Walk faster (1 of 2)
3FE272FB;Legend of Zelda, The (USA);EUEUALAA;;;;;0;Walk faster (2 of 2)
3FE272FB;Legend of Zelda, The (USA);ATKPPPEY;;;;;0;Walk through walls in dungeons (1 of 2)
3FE272FB;Legend of Zelda, The (USA);SXOOYPSA;;;;;0;Walk through walls in dungeons (2 of 2)
3FE272FB;Legend of Zelda, The (USA);AANAUAIA;;;;;0;Skip text (1 of 2)
3FE272FB;Legend of Zelda, The (USA);AASESELP;;;;;0;Skip text (2 of 2)
3FE272FB;Legend of Zelda, The (USA);;;034C;FF;;0;Enemies don't shoot anything
3FE272FB;Legend of Zelda, The (USA);;;7353;24;;0;Get items from anywhere (1 of 2)
3FE272FB;Legend of Zelda, The (USA);;;735F;24;;0;Get items from anywhere (2 of 2)
3FE272FB;Legend of Zelda, The (USA);;;7BF2;24;;0;Hit anywhere (1 of 2)
3FE272FB;Legend of Zelda, The (USA);;;7C28;AD;;0;Hit anywhere (2 of 2)
3FE272FB;Legend of Zelda, The (USA);;;7B3A;60;;0;Invincibility
3FE272FB;Legend of Zelda, The (USA);;;03DD;01;;0;Turbo Sword
3FE272FB;Legend of Zelda, The (USA);;;04F0;09;;0;Invincibility (blinking) (alt)
3FE272FB;Legend of Zelda, The (USA);;;0657;01;;0;Have Wooden Sword
3FE272FB;Legend of Zelda, The (USA);;;0657;02;;0;Have White Sword
3FE272FB;Legend of Zelda, The (USA);;;0657;03;;0;Have Magic Sword
3FE272FB;Legend of Zelda, The (USA);;;0658;10;;0;Have Bombs
3FE272FB;Legend of Zelda, The (USA);;;0659;01;;0;Have Arrows
3FE272FB;Legend of Zelda, The (USA);;;0659;02;;0;Have Silver Arrows
3FE272FB;Legend of Zelda, The (USA);;;065A;01;;0;Have Bow
3FE272FB;Legend of Zelda, The (USA);;;065B;01;;0;Have Blue Candle
3FE272FB;Legend of Zelda, The (USA);;;065B;02;;0;Have Red Candle
3FE272FB;Legend of Zelda, The (USA);;;065C;01;;0;Have Flute
3FE272FB;Legend of Zelda, The (USA);;;065D;01;;0;Have Enemy Bait
3FE272FB;Legend of Zelda, The (USA);;;065F;01;;0;Have Magic Wand
3FE272FB;Legend of Zelda, The (USA);;;0660;01;;0;Have Raft
3FE272FB;Legend of Zelda, The (USA);;;0661;01;;0;Have Magic Book
3FE272FB;Legend of Zelda, The (USA);;;0663;01;;0;Have Ladder
3FE272FB;Legend of Zelda, The (USA);;;0664;01;;0;Have Magical Key
3FE272FB;Legend of Zelda, The (USA);;;0665;01;;0;Have Power Bracelet
3FE272FB;Legend of Zelda, The (USA);;;0668;FF;;0;Have Maps for Dungeons 1-8 and Compass for Dungeon 9 (1 of 2)
3FE272FB;Legend of Zelda, The (USA);;;0669;FF;;0;Have Maps for Dungeons 1-8 and Compass for Dungeon 9 (2 of 2)
3FE272FB;Legend of Zelda, The (USA);;;066A;FF;;0;Have Map for Dungeon 9
3FE272FB;Legend of Zelda, The (USA);;;066D;FF;;0;Infinite Rupies
3FE272FB;Legend of Zelda, The (USA);;;066E;03;;0;Infinite Keys
3FE272FB;Legend of Zelda, The (USA);;;0670;FF;;0;Infinite life (alt)
3FE272FB;Legend of Zelda, The (USA);;;0671;FF;;0;Have all Tri-Force pieces
3FE272FB;Legend of Zelda, The (USA);;;0676;01;;0;Have Magical Shield
A2194CAD;Legendary Wings (USA);PEEALYLA;;;;;0;Start with 1 life - P1
A2194CAD;Legendary Wings (USA);TEEALYLA;;;;;0;Start with 6 lives - P1
A2194CAD;Legendary Wings (USA);PEEALYLE;;;;;0;Start with 9 lives - P1
A2194CAD;Legendary Wings (USA);PANEAYLA;;;;;0;Start with 1 life - both players
A2194CAD;Legendary Wings (USA);TANEAYLA;;;;;0;Start with 6 lives - both players
A2194CAD;Legendary Wings (USA);PANEAYLE;;;;;0;Start with 9 lives - both players
A2194CAD;Legendary Wings (USA);AAEEGLPA;;;;;0;Almost infinite health (1 of 2)
A2194CAD;Legendary Wings (USA);AEEATIPA;;;;;0;Almost infinite health (2 of 2)
A2194CAD;Legendary Wings (USA);ZANAIZPA;;;;;0;Gain double powers on pick-up (1 of 2)
A2194CAD;Legendary Wings (USA);ZEVAPIPA;;;;;0;Gain double powers on pick-up (2 of 2)
A2194CAD;Legendary Wings (USA);LANAIZPA;;;;;0;Gain triple powers on pick-up (1 of 2)
A2194CAD;Legendary Wings (USA);ZEVAPZPA;;;;;0;Gain triple powers on pick-up (2 of 2)
A2194CAD;Legendary Wings (USA);;;0058;09;;0;Infinite lives - P1
A2194CAD;Legendary Wings (USA);;;007A;01;;0;Have Double shot
A2194CAD;Legendary Wings (USA);;;007A;02;;0;Have Rapid Fire shot
A2194CAD;Legendary Wings (USA);;;007A;03;;0;Have Crazy Ball shot
A2194CAD;Legendary Wings (USA);;;007A;04;;0;Have Firebird ability
A2194CAD;Legendary Wings (USA);;;04B0;00;;0;One hit kills on bosses
A2194CAD;Legendary Wings (USA);;;0520;63;;0;Infinite health - P1
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);OZUUZSPX;;;;;0;Balls are considered strikes
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);PEKLAIGA;;;;;0;1 ball and you walk
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);ZEKLAIGA;;;;;0;2 balls and you walk
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);TEKLAIGA;;;;;0;6 balls to walk
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);PASUGILA;;;;;0;1 strike and you're out (fouls don't count as strikes)
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);ZASUGILA;;;;;0;2 strikes and you're out (fouls don't count as strikes)
69684E1E;Legends of the Diamond - The Baseball Championship Game (USA);IASUGILA;;;;;0;5 strikes and you're out (fouls don't count as strikes)
6A27567E;Lemmings (USA);SXUTLAVG;;;;;0;Infinite time
6A27567E;Lemmings (USA);SZVVTPVG;;;;;0;Infinite climbers
6A27567E;Lemmings (USA);SXOVAPVG;;;;;0;Infinite floaters
6A27567E;Lemmings (USA);SXKTYPVG;;;;;0;Infinite bombers
6A27567E;Lemmings (USA);SZOTPZVG;;;;;0;Infinite blockers
6A27567E;Lemmings (USA);SZVTPZVG;;;;;0;Infinite builders
6A27567E;Lemmings (USA);SXXVLZVG;;;;;0;Infinite bashers
6A27567E;Lemmings (USA);SZETGLVG;;;;;0;Infinite miners
6A27567E;Lemmings (USA);SZSTYLVG;;;;;0;Infinite diggers
EE693008;Lethal Weapon (USA);OLSSGSOO;;;;;0;Infinite ammo when shooting on the ground
EE693008;Lethal Weapon (USA);AKVIXAAP;;;;;0;E restores health completely
EE693008;Lethal Weapon (USA);AEVIXAAP;;;;;0;E worth nothing
EE693008;Lethal Weapon (USA);AKKSEAAP;;;;;0;Extra ammo restores ammo completely
EE693008;Lethal Weapon (USA);AEKSEAAP;;;;;0;Extra ammo worth nothing (if you run out of ammo you can't use gun till next stage)
EE693008;Lethal Weapon (USA);AEUYXAAZ;;;;;0;No health lost when falling off screen
EE693008;Lethal Weapon (USA);AKUYXAAZ;;;;;0;Falling off screen is fatal
EE693008;Lethal Weapon (USA);NNNISAAU;;;;;0;Bullet proof vest lasts longer
EE693008;Lethal Weapon (USA);XVUKOOXK;;;;;0;Bullet proof vest lasts until end of stage, except when you die from punches or falling off screen
EE693008;Lethal Weapon (USA);OUSSISOO;;;;;0;Infinite ammo when shooting in the air (1 of 2)
EE693008;Lethal Weapon (USA);OUXIPSOO;;;;;0;Infinite ammo when shooting in the air (2 of 2)
EE693008;Lethal Weapon (USA);XTUGTXXK;;;;;0;Start on Level 2
EE693008;Lethal Weapon (USA);XZUGLXVL;;;;;0;Start on Level 3 (1 of 3)
EE693008;Lethal Weapon (USA);LAUGGZNP;;;;;0;Start on Level 3 (2 of 3)
EE693008;Lethal Weapon (USA);XTUGIZEK;;;;;0;Start on Level 3 (3 of 3)
EE693008;Lethal Weapon (USA);;;003F;3A;;0;Infinite ammo
EE693008;Lethal Weapon (USA);;;05C0;3F;;0;Infinite health
EE693008;Lethal Weapon (USA);;;05C4;00;;0;One hit kills on bosses
EE693008;Lethal Weapon (USA);;;05ED;09;;0;Invincibility (blinking) - P1
C4BC85A2;Life Force (USA);GZKGILVI;;;;;0;Infinite lives
C4BC85A2;Life Force (USA);OXOSPXOV;;;;;0;One hit kills most enemies
C4BC85A2;Life Force (USA);GZSGLTSP;;;;;0;Keep pods after death
C4BC85A2;Life Force (USA);AAUIPXTP;;;;;0;Hit anywhere (1 of 4)
C4BC85A2;Life Force (USA);AAUSTXIA;;;;;0;Hit anywhere (2 of 4)
C4BC85A2;Life Force (USA);ATNILXOZ;;;;;0;Hit anywhere (3 of 4)
C4BC85A2;Life Force (USA);EIKSZZEP;;;;;0;Hit anywhere (4 of 4)
C4BC85A2;Life Force (USA);TKOYVIGX;;;;;0;Press Start to finish the level (1 of 2)
C4BC85A2;Life Force (USA);ZEOYKIPA;;;;;0;Press Start to finish the level (2 of 2)
C4BC85A2;Life Force (USA);PEKGPTAA;;;;;0;Start with Speed
C4BC85A2;Life Force (USA);ZEKGPTAA;;;;;0;Start with Missile
C4BC85A2;Life Force (USA);LEKGPTAA;;;;;0;Start with Ripple
C4BC85A2;Life Force (USA);GEKGPTAA;;;;;0;Start with Laser
C4BC85A2;Life Force (USA);IEKGPTAA;;;;;0;Start with Option
C4BC85A2;Life Force (USA);TEKGPTAA;;;;;0;Start with Force Field
C4BC85A2;Life Force (USA);PEUTSTAA;;;;;0;Start at the volcanic stage
C4BC85A2;Life Force (USA);ZEUTSTAA;;;;;0;Start at the prominence stage
C4BC85A2;Life Force (USA);LEUTSTAA;;;;;0;Start at cell stage 2
C4BC85A2;Life Force (USA);GEUTSTAA;;;;;0;Start at the temple stage
C4BC85A2;Life Force (USA);IEUTSTAA;;;;;0;Start at the mechanical city stage
C4BC85A2;Life Force (USA);PEKVNTLA;;;;;0;Start with 1 life
C4BC85A2;Life Force (USA);TEKVNTLA;;;;;0;Start with 6 lives
C4BC85A2;Life Force (USA);;;0034;63;;0;Infinite lives
C4BC85A2;Life Force (USA);;;0076;03;;0;Have upgraded Laser
C4BC85A2;Life Force (USA);;;0080;02;;0;Have double Speed
C4BC85A2;Life Force (USA);;;0080;03;;0;Have triple speed
C4BC85A2;Life Force (USA);;;0082;09;;0;Have Shield
C4BC85A2;Life Force (USA);;;0084;C0;;0;Invincibility - P1
C4BC85A2;Life Force (USA);;;0085;C0;;0;Invincibility - P2
C4BC85A2;Life Force (USA);;;0086;02;;0;Have double Missile
C4BC85A2;Life Force (USA);;;0091;01;;0;Have Option
C4BC85A2;Life Force (USA);;;07EF;01;;0;Enable 30 lives option
C4BC85A2;Life Force (USA);;;003A;02;;0;Progress through the stage faster
C4BC85A2;Life Force (USA);;;004E;02;;0;Complete the level
39B481C4;Lightgun Game 2 in 1 - Cosmocop + Cyber Monster (Asia) (Unl);SXXKNUVK;;;;;0;Cosmo Cop - Infinite lives
39B481C4;Lightgun Game 2 in 1 - Cosmocop + Cyber Monster (Asia) (Unl);SZXGXUSE;;;;;0;Cosmo Cop - Infinite ammo
39B481C4;Lightgun Game 2 in 1 - Cosmocop + Cyber Monster (Asia) (Unl);SZVKEUVK;;;;;0;Cosmo Cop - Infinite energy (1 of 2)
39B481C4;Lightgun Game 2 in 1 - Cosmocop + Cyber Monster (Asia) (Unl);SZVKUUVK;;;;;0;Cosmo Cop - Infinite energy (2 of 2)
39B481C4;Lightgun Game 2 in 1 - Cosmocop + Cyber Monster (Asia) (Unl);ATSPASVG;;;;;0;Cyber Monster - Infinite misses
B4F460F8;Lightgun Game 2 in 1 - Tough Cop + Super Tough Cop (Asia) (Unl);;;037A;06;;0;Infinite health
89984244;Lion King, The (Europe);EINEILEY;;;;;0;Invincibility (1 of 2)
89984244;Lion King, The (Europe);EIVLYGEY;;;;;0;Invincibility (2 of 2)
89984244;Lion King, The (Europe);SXNEAKVK;;;;;0;Infinite lives
B3440357;Little League Baseball - Championship Series (USA);UPEUYLOG;;;;;0;Always hit a homerun (press B while the ball is in play) (2 of 2)
B3440357;Little League Baseball - Championship Series (USA);AGOLPUNI;;;;;0;Always hit a homerun (press B while the ball is in play) (1 of 2)
B3440357;Little League Baseball - Championship Series (USA);OZUITLEN;;;;;0;Balls are considered strikes
3BE244EF;Little Mermaid, The (USA);ESSGSPEY;;;;;0;Invincibility (1 of 2)
3BE244EF;Little Mermaid, The (USA);ESEELPEY;;;;;0;Invincibility (2 of 2)
3BE244EF;Little Mermaid, The (USA);SXSGNPVG;;;;;0;Invincibility after one hit
3BE244EF;Little Mermaid, The (USA);AASGATZA;;;;;0;Start with 1 life
3BE244EF;Little Mermaid, The (USA);IASGATZA;;;;;0;Start with 6 lives
3BE244EF;Little Mermaid, The (USA);AASGATZE;;;;;0;Start with 9 lives
3BE244EF;Little Mermaid, The (USA);SZSSPLVG;;;;;0;Infinite lives
3BE244EF;Little Mermaid, The (USA);GZSILLSA;;;;;0;Keep red pearls after dying
3BE244EF;Little Mermaid, The (USA);GZSIILSA;;;;;0;Keep green pearls after dying
3BE244EF;Little Mermaid, The (USA);PAKKGTAA;;;;;0;Start on stage 2
3BE244EF;Little Mermaid, The (USA);ZAKKGTAA;;;;;0;Start on stage 3
3BE244EF;Little Mermaid, The (USA);LAKKGTAA;;;;;0;Start on stage 4
3BE244EF;Little Mermaid, The (USA);GAKKGTAA;;;;;0;Start on stage 5
3BE244EF;Little Mermaid, The (USA);IAKKGTAA;;;;;0;Start on Ursula stage
3BE244EF;Little Mermaid, The (USA);LASIZLAA;;;;;0;Get all pearls after dying
3BE244EF;Little Mermaid, The (USA);LAKKGTAA;;;;;0;Start with all red pearls (1 of 2)
3BE244EF;Little Mermaid, The (USA);ILKKTVOV;;;;;0;Start with all red pearls (2 of 2)
3BE244EF;Little Mermaid, The (USA);LAKKGTAA;;;;;0;Start with all green pearls (1 of 2)
3BE244EF;Little Mermaid, The (USA);TLKKTVOV;;;;;0;Start with all green pearls (2 of 2)
3BE244EF;Little Mermaid, The (USA);PASGGTLA;;;;;0;Start with 1 heart (1 of 2)
3BE244EF;Little Mermaid, The (USA);PAXGAYLA;;;;;0;Start with 1 heart (2 of 2)
3BE244EF;Little Mermaid, The (USA);IASGGTLA;;;;;0;Start with 5 hearts (1 of 2)
3BE244EF;Little Mermaid, The (USA);IAXGAYLA;;;;;0;Start with 5 hearts (2 of 2)
3E840B56;Little Nemo - The Dream Master (USA);SXKTGEVK;;;;;0;Infinite life
3E840B56;Little Nemo - The Dream Master (USA);SZOKSLVG;;;;;0;Infinite lives
3E840B56;Little Nemo - The Dream Master (USA);PEKKSZLA;;;;;0;Start with 1 life
3E840B56;Little Nemo - The Dream Master (USA);TEKKSZLA;;;;;0;Start with 6 lives
3E840B56;Little Nemo - The Dream Master (USA);PEKKSZLE;;;;;0;Start with 9 lives
3E840B56;Little Nemo - The Dream Master (USA);TOKZKNZA;;;;;0;Mega-jump
3E840B56;Little Nemo - The Dream Master (USA);GESLYPPA;;;;;0;Speed jumps (1 of 2)
3E840B56;Little Nemo - The Dream Master (USA);UYUUIOVN;;;;;0;Speed jumps (2 of 2)
3E840B56;Little Nemo - The Dream Master (USA);ZEXLLPPA;;;;;0;Super speed (1 of 2)
3E840B56;Little Nemo - The Dream Master (USA);SYEUPOVN;;;;;0;Super speed (2 of 2)
3E840B56;Little Nemo - The Dream Master (USA);PEUKOZAA;;;;;0;Start on stage 2
3E840B56;Little Nemo - The Dream Master (USA);ZEUKOZAA;;;;;0;Start on stage 3
3E840B56;Little Nemo - The Dream Master (USA);LEUKOZAA;;;;;0;Start on stage 4
3E840B56;Little Nemo - The Dream Master (USA);GEUKOZAA;;;;;0;Start on stage 5
3E840B56;Little Nemo - The Dream Master (USA);IEUKOZAA;;;;;0;Start on stage 6
3E840B56;Little Nemo - The Dream Master (USA);TEUKOZAA;;;;;0;Start on stage 7
3E840B56;Little Nemo - The Dream Master (USA);YEUKOZAA;;;;;0;Start on stage 8
3E840B56;Little Nemo - The Dream Master (USA);;;008C;09;;0;Infinite Keys
3E840B56;Little Nemo - The Dream Master (USA);;;008E;09;;0;Infinite lives (alt)
3E840B56;Little Nemo - The Dream Master (USA);;;0540;FF;;0;Fly
3E840B56;Little Nemo - The Dream Master (USA);;;05D0;05;;0;Infinite life (alt)
3E840B56;Little Nemo - The Dream Master (USA);;;0630;03;;0;Invincibility (blinking)
318B4122;Little Ninja Brothers (USA);SXSZXNTS;;;;;0;Invincibility to water
318B4122;Little Ninja Brothers (USA);AIULZPEI;;;;;0;Invincibility
318B4122;Little Ninja Brothers (USA);OLKUAOOO;;;;;0;Infinite Life
318B4122;Little Ninja Brothers (USA);AEEOKZPA;;;;;0;Mighty Ball always available
318B4122;Little Ninja Brothers (USA);OZXONUPX;;;;;0;All T-Stars
318B4122;Little Ninja Brothers (USA);ATUOSUSZ;;;;;0;T-Star always available
318B4122;Little Ninja Brothers (USA);AEUUYKIA;;;;;0;Infinite Dragon Kicks
318B4122;Little Ninja Brothers (USA);AAXIVOZP;;;;;0;Quick level up
318B4122;Little Ninja Brothers (USA);AEOSKPZA;;;;;0;Max money after fights
318B4122;Little Ninja Brothers (USA);AVSIOOSZ;;;;;0;Infinite money
318B4122;Little Ninja Brothers (USA);NYUSKXZE;;;;;0;Start with 255 Life
318B4122;Little Ninja Brothers (USA);ZLUSSZPA;;;;;0;Start with 50 Attack
318B4122;Little Ninja Brothers (USA);;;042A;06;;0;Have Marks
318B4122;Little Ninja Brothers (USA);;;042B;08;;0;Have T-Stars
318B4122;Little Ninja Brothers (USA);;;0439;08;;0;Have Prism Claw
318B4122;Little Ninja Brothers (USA);;;043B;05;;0;Have Prism Sword
318B4122;Little Ninja Brothers (USA);;;043C;04;;0;Have Prism Shield
318B4122;Little Ninja Brothers (USA);;;043D;04;;0;Have Sacred Robe
318B4122;Little Ninja Brothers (USA);;;0449;02;;0;Have Batteries
318B4122;Little Ninja Brothers (USA);;;044A;01;;0;Have Whirly Birds
318B4122;Little Ninja Brothers (USA);;;044B;01;;0;Have Medicine
318B4122;Little Ninja Brothers (USA);;;044C;08;;0;Have Sweet Buns
318B4122;Little Ninja Brothers (USA);;;044D;01;;0;Have Meat Bun
4A5D8469;Little Samson (USA);APSELZEI;;;;;0;Invincibility against enemies
4A5D8469;Little Samson (USA);GZVEPXSN;;;;;0;Infinite health
4A5D8469;Little Samson (USA);GXOVAGVG;;;;;0;Infinite lives
4A5D8469;Little Samson (USA);ALUAIGEL;;;;;0;Hit anywhere
4A5D8469;Little Samson (USA);AVKXSXVI;;;;;0;Collectable items never disappear
4A5D8469;Little Samson (USA);AOKTPSAE;;;;;0;Increase Samson's health gauge
4A5D8469;Little Samson (USA);AOKTZSAE;;;;;0;Increase Kikira's health gauge
4A5D8469;Little Samson (USA);AXKTLIAP;;;;;0;Increase Gamm's health gauge
4A5D8469;Little Samson (USA);AOKTGIGA;;;;;0;Increase K.O.'s health gauge
4A5D8469;Little Samson (USA);AOKTISAE;;;;;0;Increase Samson's health
4A5D8469;Little Samson (USA);AOKTTSAE;;;;;0;Increase Kikira's health
4A5D8469;Little Samson (USA);AXKTYIAP;;;;;0;Increase Gamm's health
4A5D8469;Little Samson (USA);AOKVAIGA;;;;;0;Increase K.O.'s health
4A5D8469;Little Samson (USA);AAUZEZGE;;;;;0;Crystal ball adds 4 units to health gauge
4A5D8469;Little Samson (USA);AESXVPZE;;;;;0;Small hearts give 4 health units
4A5D8469;Little Samson (USA);;;0097;08;;0;Infinite health - Little Samson
4A5D8469;Little Samson (USA);;;0098;08;;0;Infinite health - Dragon
4A5D8469;Little Samson (USA);;;0099;0F;;0;Infinite health - Golem
4A5D8469;Little Samson (USA);;;009A;04;;0;Infinite health - Mouse
88C80D19;Locksmith (Asia) (PAL) (Unl);;;0043;FF;;0;Instantly win puzzle
88C80D19;Locksmith (Asia) (PAL) (Unl);;;056A;01;;0;Infinite time
88C80D19;Locksmith (Asia) (PAL) (Unl);;;0573;23;;0;Infinite health
EC3001C7;Lode Runner (USA);GXOKIGEY;;;;;0;Invincibility (1 of 3)
EC3001C7;Lode Runner (USA);GXOGTGEY;;;;;0;Invincibility (2 of 3)
EC3001C7;Lode Runner (USA);GZNGLGEY;;;;;0;Invincibility (3 of 3)
EC3001C7;Lode Runner (USA);GZNGYIVG;;;;;0;Infinite lives
EC3001C7;Lode Runner (USA);PASKLTIA;;;;;0;Start with 1 life
EC3001C7;Lode Runner (USA);ZASKLTIE;;;;;0;Start with 10 lives
EC3001C7;Lode Runner (USA);APOIGPAL;;;;;0;Moonwalk
EC3001C7;Lode Runner (USA);GAUGVGYA;;;;;0;Heavy gravity (1 of 2)
EC3001C7;Lode Runner (USA);AAKGEGGA;;;;;0;Heavy gravity (2 of 2)
0A866C94;Lone Ranger, The (USA);SXSZKPSA;;;;;0;Walk anywhere - Overworld
0A866C94;Lone Ranger, The (USA);ATEXYIST;;;;;0;Items are free
0A866C94;Lone Ranger, The (USA);NNKNTIGV;;;;;0;Start with 255 dollars
0A866C94;Lone Ranger, The (USA);AASXUAPA;;;;;0;Infinite regular and silver bullets
0A866C94;Lone Ranger, The (USA);IEUZTNZA;;;;;0;Cheaper silver bullets
0A866C94;Lone Ranger, The (USA);ZEUZIYIA;;;;;0;Cheaper standard bullets
0A866C94;Lone Ranger, The (USA);ZESYTIIE;;;;;0;Start with 10 silver bullet rounds
0A866C94;Lone Ranger, The (USA);YESYTIIE;;;;;0;Start with 15 silver bullet rounds
0A866C94;Lone Ranger, The (USA);YESYZSZE;;;;;0;Start with 15 standard bullet rounds
0A866C94;Lone Ranger, The (USA);TOSYZSZE;;;;;0;Start with 30 standard bullet rounds
0A866C94;Lone Ranger, The (USA);GZKKYPSA;;;;;0;Infinite energy - side views only
0A866C94;Lone Ranger, The (USA);GZSZNATG;;;;;0;Don't lose money when shooting bystanders (1 of 2)
0A866C94;Lone Ranger, The (USA);GZSXOATT;;;;;0;Don't lose money when shooting bystanders (2 of 2)
0A866C94;Lone Ranger, The (USA);;;0050;FF;;0;Infinite money (1 of 2)
0A866C94;Lone Ranger, The (USA);;;DF30;FF;;0;Infinite money (2 of 2)
0A866C94;Lone Ranger, The (USA);;;0052;06;;0;Infinite regular and silver bullets (alt)
0A866C94;Lone Ranger, The (USA);;;0055;63;;0;Infinite T.N.T.
0A866C94;Lone Ranger, The (USA);;;005F;0C;;0;Infinite health
FD8D6C75;Loopz (USA);;;0086;00;;0;Level Modifier
FD8D6C75;Loopz (USA);;;0090;FF;;0;Infinite time to place blocks
41243492;Low G Man - The Low Gravity Man (USA);SZEENESE;;;;;0;Infinite life (blinking)
41243492;Low G Man - The Low Gravity Man (USA);SXUEKUVS;;;;;0;Infinite Ammo - Secondary Weapon
41243492;Low G Man - The Low Gravity Man (USA);AEXXZELP;;;;;0;Hit anywhere (1 of 2)
41243492;Low G Man - The Low Gravity Man (USA);SXVZLAAX;;;;;0;Hit anywhere (2 of 2)
41243492;Low G Man - The Low Gravity Man (USA);ATOXTPEY;;;;;0;Invincibility (1 of 2)
41243492;Low G Man - The Low Gravity Man (USA);AEOXLOZA;;;;;0;Get items from anywhere
41243492;Low G Man - The Low Gravity Man (USA);YZSXTKZZ;;;;;0;Invincibility (2 of 2)
41243492;Low G Man - The Low Gravity Man (USA);PEXIZTLA;;;;;0;Start with 1 life
41243492;Low G Man - The Low Gravity Man (USA);TEXIZTLA;;;;;0;Start with 6 lives
41243492;Low G Man - The Low Gravity Man (USA);PEXIZTLE;;;;;0;Start with 9 lives
41243492;Low G Man - The Low Gravity Man (USA);PEOSKALA;;;;;0;1 life after continue
41243492;Low G Man - The Low Gravity Man (USA);TEOSKALA;;;;;0;6 lives after continue
41243492;Low G Man - The Low Gravity Man (USA);PEOSKALE;;;;;0;9 lives after continue
41243492;Low G Man - The Low Gravity Man (USA);SZNIEEVK;;;;;0;Infinite lives
41243492;Low G Man - The Low Gravity Man (USA);GZKINOVK;;;;;0;Infinite time
41243492;Low G Man - The Low Gravity Man (USA);SZVSKOVK;;;;;0;Infinite vehicle fuel
41243492;Low G Man - The Low Gravity Man (USA);AAEZATZE;;;;;0;Full life gained from capsules
41243492;Low G Man - The Low Gravity Man (USA);PAEZATZA;;;;;0;Less life gained from capsules
